Uniprot,iBAQ A549_1,iBAQ A549_2,iBAQ A549_3,iBAQ GAMG_1,iBAQ GAMG_2,iBAQ GAMG_3,iBAQ HEK293_1,iBAQ HEK293_2,iBAQ HEK293_3,iBAQ HeLa_1,iBAQ HeLa_2,iBAQ HeLa_3,iBAQ HepG2_1,iBAQ HepG2_2,iBAQ HepG2_3,iBAQ Jurkat_1,iBAQ Jurkat_2,iBAQ Jurkat_3,iBAQ K562_1,iBAQ K562_2,iBAQ K562_3,iBAQ LnCap_1,iBAQ LnCap_2,iBAQ LnCap_3,iBAQ MCF7_1,iBAQ MCF7_2,iBAQ MCF7_3,iBAQ RKO_1,iBAQ RKO_2,iBAQ RKO_3,iBAQ U2OS_1,iBAQ U2OS_2,iBAQ U2OS_3
A1X283,5.792679,5.876073,5.976167,4.122543,4.888561,4.193375,NaN,5.625631,4.705171,5.558228,5.275127,5.292964,NaN,NaN,3.657094,4.413685,NaN,5.05423,NaN,NaN,NaN,4.091737,4.435956,NaN,4.420385,NaN,NaN,4.688944,NaN,3.998495,5.632255,5.406949,6.234239
A1X4P9,NaN,NaN,NaN,NaN,NaN,4.68163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A1XBS5-1;A1XBS5;A1XBS5-3;A1XBS5-4;A1XBS5-2;A1XBS5-5,NaN,NaN,NaN,4.172311,NaN,4.61974,NaN,NaN,5.364495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.103325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.717138,NaN,NaN,NaN
A1XP52;B7Z4T3,NaN,NaN,4.612826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A1Z1D7;A9YWM1;B2R7U3;B4DVB9;B7ZA80;C5IWY0;Q5SRN5;P04439;A0SXS8;A7DZQ5;B1PKY1;B2MVI0;B3V8R2;B4DVC4;B4E2X4;C5IWZ2;D0V0C4;O19689;Q29840;Q2A688;Q2LC93;Q6IVJ9;Q7YPW4;Q95J07;Q9UM27;A0JHM7;A0MVS8;A0N0V9;A0PBY5;A0PFV5;A0ZXY8;A1DZU2;A1E124;A1E125;A1ED57;A2Q117;A2TJS5;A2VBX5;A3FEL8;A3RKJ6;A3RKJ9;A4L9U0;A4URF2;A4USG8;A5I8L2;A5PHP7;A5PHT4;A5PHT9;A5Z1D4;A6H583;A6N8R8;A7E1B9;A7E1C1;A7L3S7;A7L5K9;A7L858;A7LB37;A7MAE2;A7MAK2;A7X530;A7X571;A8D9Z7;A8DA00;A8DA04;A8E0Y3;A8VYP6;A9IW15;A9QVM4;A9Z0N8;A9Z191;B1PL01;B1PL02;B1PQ33;B1PT16;B1Q4X2;B1Q4X5;B2DFW7;B2ZRD4;B3V8R1;B3VDI3;B3VE19;B4DVX9;B5ATU6;B5ATU8;B5B060;B5LZ16;B5LZ21;B5M9A5;B6E242;B6ECH2;B6ECH6;B6VA01;B6VA02;B6VAW9;B7U339;B7VBV1;B7VCC4;B7VU66;B8XRE8;B8Y1X3;B8Y1X4;B8Y1X8;B8Y1Y0;B8Y6A6;B8Y6A7;B8YCR7;B8YCR9;B9X247;C0JFR3;C0M138;C0M140;C0M144;C0M146;C0MP56;C1KBJ3;C3UWD4;C4PFY9;C4PFZ1;C5IZM0;C5IZM8;C5IZM9;C5IZP2;C5IZP7;C5IZQ0;C5IZQ1;C5IZQ3;C5IZQ6;C5IZQ7;C5IZR2;C5IZR4;C5IZR9;C5IZS0;C5J027;C5J028;C5J029;C6H0N6;C6H0N8;C6K4D9;C6K4E3;C6K4E4;C6K4F1;C6K4F7;C6K4G0;C6K4G4;C6K4G7;C6K4H0;C6K4H3;C6K4H4;C6K4H5;C6K4H6;C6K4H8;C6K4I1;C6K4I3;C6K4I6;C6K4J0;C6K4J6;C7C5G4;C7C695;C7C6D3;C7E539;C7E580;C7FDQ2;C7FDX2;C7FDX3;C7U1K2;C8CH61;C8CH66;C8CH74;C8CJN5;C8XTN7;C8XTN8;C8XTN9;C8XTP1;C8XTP2;C8XTP6;C8XTP7;C8XTP8;C9E1D5;C9E1D6;C9E1D8;C9E1E7;C9E1E8;C9E846;C9E847;C9E848;C9E9Y0;C9WEL1;C9WEL2;C9WEL3;C9WEL6;C9WEL9;C9WEM4;C9WEN1;D0AB29;D0EP74;D0EP75;D0EP76;D0EZJ9;D0EZK0;D0RAY3;D0VFI1;O02968;O19558;O19600;O19601;O19602;O19603;O19604;O19618;O46853;O78081;O78085;O78086;P79616;Q000J8;Q05G01;Q0E7X7;Q0GC70;Q0KH41;Q0ZAX0;Q1G4P0;Q1G4P3;Q1KLJ8;Q1M2R8;Q1W5T3;Q1W5T6;Q1WAA8;Q1XG28;Q206J9;Q208P6;Q27I50;Q27I57;Q29634;Q2I0Y9;Q2I0Z1;Q2L9H3;Q2WBP4;Q2Z195;Q2Z271;Q30177;Q38MU2;Q3BK35;Q45FD6;Q45YJ5;Q45YJ6;Q4A1H0;Q4W6C0;Q53ZQ3;Q5CAR1;Q5EDF8;Q5ENG8;Q5ENV8;Q5FYV2;Q5FZM7;Q5G0H1;Q5G0H2;Q5GMP9;Q5JZM7;Q5MBP3;Q5ND69;Q5SRN7;Q5XLD1;Q6F3E3;Q6IUZ4;Q6IV48;Q6IVJ5;Q6IVJ6;Q6TGP7;Q6UJZ8;Q6UJZ9;Q6V117;Q6ZZ84;Q70GH1;Q70GH2;Q7YP60;Q7YP76;Q860R4;Q861A7;Q861A9;Q861B7;Q861Q7;Q8HWS5;Q8MGZ4;Q8MHM2;Q8SNC6;Q8WLQ6;Q8WMA2;Q8WMB6;Q8WMB7;Q95HD8;Q95IH3;Q95IH7;Q95IY8;Q95J02;Q95J03;Q9BD11;Q9BD22;Q9BD39;Q9GIN1;Q9GIN6;Q9GIP0;Q9GIP2;Q9GJ47;Q9GJM2;Q9MY99;Q9MYA8;Q9TPS9;Q9TPV5;Q9TQ26;Q9TQ28;Q9TQ84;Q9TQE6;Q9TQF2;Q9TQF3;Q9TQG6;Q9TQG9;Q9TQP8;Q9UE97;Q9UEX5;Q9UEX6;Q9UQU1;P30443;A7MAP4;B7VF83;B7ZAP7;Q5MCQ6;Q5SUL5;Q95IG4;P30455;C5IWX4;Q2A689;Q59GJ2;Q5SUL4;Q5ZGM8;Q95HA5;A1Z0L4;A1Z0L7;A1Z287;A2VBX4;A4URH5;A4USG6;A4USG9;A4USH2;A4USH4;A5HKP0;A5JSG6;A5YVG8;A6H345;A7L3T0;A7WPI8;A7X516;A7X543;A7X549;A9QUT7;B3GW70;B6ECH3;B7UE87;B8YCR8;C0M145;C4PFZ0;C5IZP5;C5IZP9;C5IZQ5;C5IZR5;C5IZR6;C5J3U2;C6K4E1;C6K4E6;C6K4E9;C6K4F0;C6K4F2;C6K4F8;C6K4G5;C6K4G9;C6K4H1;C6K4H7;C6K4I4;C6K4I5;C6K4I8;C6K4I9;C6K4J1;C6K4J5;C7ENH9;C7FDP5;C7FDQ0;C7FDQ3;C7FE04;C7U2Z0;C8CH68;C8CH69;C8CH70;C8CH71;C9DSL2;C9E1D4;C9E8S2;C9WEL0;C9WEL4;C9WEM1;C9WEM3;C9WEN2;D0RB02;O43828;Q0E7X3;Q0MSI1;Q1HHC0;Q2I0Z4;Q2L4E7;Q2MCK0;Q38HW6;Q3C162;Q5FZM6;Q5SUL6;Q6PW03;Q6Q3G5;Q861H1;Q9MY40;Q9MYD5;Q9TQ27,6.179408,6.409527,5.896984,7.468569,7.976084,7.435143,6.894748,7.375279,6.841009,6.349899,6.17196,6.159868,6.31973,5.6799,6.028164,7.323562,6.713801,7.672698,NaN,NaN,NaN,5.385571,5.992889,6.000651,4.602331,NaN,NaN,7.027105,6.433434,5.818846,6.181443,6.202734,6.353089
A2A274;Q99798;B2RBW5;B4DEC3;B4DJW1;B4DLY4;B4DZ08;Q71UF1;B4DW08,6.70624,7.236965,6.47702,7.168821,7.530853,7.404971,7.303477,7.703472,7.377343,7.31971,7.008898,7.324468,7.664999,7.242417,7.453119,7.485608,6.96018,7.845445,7.481414,6.806607,6.426853,7.696636,8.404406,8.08842,7.362859,7.794537,7.725561,7.307731,7.158995,6.500676,7.309439,7.546814,8.062582
A2A284;B4DMA3;B7ZLY7;Q4LE43,5.154181,5.457927,5.448706,6.332903,6.656635,6.509202,6.190584,6.902395,6.517671,5.707672,5.103633,5.61326,6.091385,5.90908,5.847782,6.612593,5.884897,6.957473,6.049606,5.081095,5.324344,5.045909,5.534216,5.134336,6.793553,7.069964,6.946472,6.113241,5.974055,5.61743,6.118033,6.289589,6.604626
A2A288-1;A2A288;B9ZZP9;Q8NF40;A2A288-3;B7ZBA5;B9ZZQ0;B7WNU7;B7ZBA4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2A296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.343015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2A2G4;Q9Y672;B4DHV8,3.729594,6.084075,NaN,5.639397,6.670561,5.630367,4.977138,NaN,5.912897,5.990259,5.575753,4.580378,NaN,NaN,5.352896,5.821048,4.548586,NaN,NaN,NaN,3.213438,5.994612,6.630174,6.669215,5.805895,5.873035,5.857646,5.613313,4.710067,3.991381,5.338815,4.954392,6.200385
A2A2Q9;Q9Y312,6.131009,5.663607,NaN,6.318773,6.3757,6.396269,5.852138,6.792413,6.358525,6.473473,5.318377,5.779474,6.155852,4.955303,5.631017,5.705231,3.318418,6.316976,6.113241,4.537618,4.770056,5.549016,6.305223,5.751456,5.769975,6.180671,6.268344,5.731121,NaN,5.896438,6.005309,6.078856,6.955909
A2A2Y4-1;A2A2Y4;A2A2Y4-2;A2A2Y4-5;A2A2Y4-3;C9J2R2;A2A2Y4-4;A8MWV6,3.902606,NaN,NaN,NaN,5.36575,4.078203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2A305;B7Z7P2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.989695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2A3D8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2A3R5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.754478,NaN,NaN,NaN,4.948647,NaN,NaN,NaN,NaN,NaN,4.933401,5.568999,4.864926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AB30;A2BF52;A6PWG9;B0S4X9;B0S8B9;B0UZ14;B0UZB3;B0V2K9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.12704,NaN,NaN,NaN,NaN,4.091807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AB31;A2BF53;A6PWH0;B0S4X1;B0S8C2;B0UZ17;B0UZ98;B4DP52;B4DIZ8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.068297
A2AJT9-1;A2AJT9;B7ZLM9;A2AJT9-2;A2AJT9-3;C9JCR9,NaN,4.199097,4.414355,4.942539,5.169792,5.633358,4.13969,NaN,NaN,2.678864,NaN,3.842278,NaN,NaN,NaN,NaN,NaN,4.129432,NaN,NaN,NaN,NaN,4.43252,NaN,NaN,NaN,4.708506,NaN,NaN,NaN,NaN,NaN,NaN
A2BCW2;A2BCX0;A2BCY5;A7MA45;A7MAN2;B0BK81;B0FZC9;B1PC45;B1PL06;B1PMU8;B3W6H1;B5AFW1;B5AU43;B5B2D3;B8Y6A9;B9WPQ7;C0KJX2;C0KJY2;C0KK04;C0L3D7;C0M119;C5IZM6;C5IZV3;C5IZZ1;C5IZZ3;C5IZZ5;C5IZZ9;C5J012;C5J032;C6JSX2;C6JSY2;C6K4K6;C6K4L8;C6K4P3;C7C4Z6;C7C5G2;C7FDT7;C7FDU4;C7FDU7;C8CH99;C8CHA1;C8CHA2;C8CHA6;C8CHA8;C8CHB8;C8CJE1;C9E1I2;C9E1I6;C9WES0;C9WES2;C9WES4;C9WES5;C9WET5;C9WET9;C9WEU5;C9WEU9;C9WEV0;O19572;O19636;Q0PMJ9;Q1W0Z3;Q1WAA7;Q2P9S5;Q2UV94;Q30196;Q45YI9;Q53YY2;Q5F2L3;Q6UJZ6;Q704Y6;Q708F3;Q708F4;Q70P05;Q860A5;Q95HN1;Q9GJF2;Q9GJM4;P30504;Q5D1W8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.724972,NaN,5.215241,5.218877,6.25835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.309183,NaN,NaN
A2BEC9;Q9C019-1;Q9C019;A8K2L5;Q0EFD1;Q5SRL0;A6NN45;C9J748;C9JAK7;C9JNV4;Q5SPM4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.508489,3.669503,4.92838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2BHY4;Q6U2F8;Q6U2G0;Q6U2G1;B4E344;Q6U2E9;Q6U2L6;Q6U2M2;Q6U2M5;Q6VCV8;Q96SA7;Q96SA8;B0UZ85;Q6U2H4;Q6U2L1;Q6U2L7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.647373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2ICT2;B3KNM0;B4DXT2;O95757;B4DZR0;Q53ZP9,6.608804,7.039454,5.883491,6.380736,6.768424,6.301919,7.183867,7.586677,7.234745,7.111531,6.565328,6.830614,7.000217,6.286164,6.556508,6.712835,5.386178,6.71703,7.239925,6.172778,5.551974,5.484115,6.26019,5.958908,6.918497,6.927899,6.831345,7.164591,6.819788,5.933265,6.804337,5.292367,7.020403
A2RRA6;B4DVE8;Q9P2H5;B3KPE1,NaN,NaN,NaN,NaN,4.61344,4.482445,NaN,5.006081,NaN,3.169116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.740726,3.365675,NaN,NaN,NaN,NaN,NaN,3.904342,NaN,3.999878,4.597114
A2RRB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.659935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2RRD8;Q6ZP55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.839031,NaN,NaN,4.052963,NaN,NaN,NaN,NaN,NaN,NaN,3.860464,NaN,NaN,NaN,4.85284,4.482988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.94238
A2RRP1-1;A2RRP1;A2RRP1-2;Q4ZG05,5.070518,5.797233,4.937663,5.132164,5.952269,5.5195,5.299682,5.917778,5.638629,4.858736,4.324488,4.535509,5.703824,5.246154,5.457579,5.903979,4.857441,6.118761,6.090822,4.984388,5.107617,5.206691,6.11391,5.735184,5.206529,5.743016,5.474202,5.257486,4.388989,4.710591,5.112169,5.160258,6.071514
A2RTX5-1;A2RTX5;B7ZLP8;A2RTX5-2,3.652653,NaN,NaN,NaN,6.110051,NaN,4.629674,5.649802,5.770985,NaN,NaN,4.777753,4.292456,3.642168,5.069631,4.039691,NaN,5.256886,4.277472,NaN,3.587329,5.715109,6.066102,5.726263,NaN,NaN,4.78607,4.150234,4.579989,4.58779,4.945744,5.215717,5.889901
A2RU67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.852279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.030154,NaN,NaN,NaN,4.756012,5.306875,NaN,NaN,NaN,5.287981,NaN,NaN,NaN,NaN,NaN,NaN
A2RUC4-1;A2RUC4,4.125481,5.037944,4.162654,5.604647,4.951182,NaN,5.269723,5.33654,5.807345,4.742914,NaN,4.895008,4.453395,4.204744,4.2714,NaN,NaN,NaN,5.097223,NaN,NaN,4.096945,NaN,NaN,5.333528,5.038143,3.735303,5.1442,4.833427,NaN,5.44663,5.234922,5.93882
A2RUS2-1;A2RUS2;A2RUS2-2;B3KRG7,NaN,NaN,NaN,3.74714,5.08987,5.675586,3.485096,NaN,3.966203,3.795532,NaN,4.008302,3.383133,NaN,NaN,4.861875,4.047041,5.691603,NaN,NaN,NaN,NaN,NaN,4.713247,NaN,NaN,3.977056,NaN,NaN,4.262356,NaN,NaN,4.409781
A2VCT3;A5XEI1;Q02218;A2VCT2;B4DF00;B4DH65;B4DZ95;B4E2U9;B4DK55;B4E3E9,6.705453,7.039771,6.43401,6.903562,7.332358,7.037506,6.540217,6.950725,6.656204,7.114411,6.670515,6.932621,6.887454,6.528029,6.64433,6.617996,5.94898,6.962706,6.773128,5.645894,5.887499,7.335959,7.95649,7.663305,6.81201,7.163787,6.918675,6.827867,6.435972,6.215664,6.833498,6.72106,7.069705
A2VDF0-1;A2VDF0;A2VDF0-2,NaN,NaN,NaN,NaN,NaN,NaN,4.940238,5.16776,5.755928,NaN,NaN,NaN,NaN,NaN,NaN,5.60782,NaN,5.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.786623
A2VDJ0-5;A2VDJ0;A2VDJ0-1;A2VDJ0-2;A2VDJ0-3;B3KMA3;B3KU55;C9K0F5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.029343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.58528,3.449324,NaN,2.696383,NaN,NaN,NaN,NaN,NaN,4.45998,NaN,NaN,NaN,NaN,NaN,3.902454
A2VDJ2;Q5F0P7;O95718;B6ZGU4;Q5F0P8;Q9HCB2,4.575938,5.092159,NaN,NaN,NaN,NaN,4.24393,NaN,5.138208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A3F719;A7WPJ1;A9QUT8;B3GV26;B6ED01;C6KEB2;C6L831;C6L832;Q2L6G2;Q2YDY9;Q7YNX5;Q9GIX4;Q9TP45;Q9TPP7;P30481;A0N001;A1XAM5;A3F967;A4HQM5;A5H2C3;A8KNJ4;A9JPE8;B0JF24;B0ZSE8;B1PJM3;B1PQ31;B2ZCW1;B2ZCX7;B3W6N3;B5LZ19;B6D4Y0;B7VFE3;B7VU67;B8YPU8;B9VSJ9;C0KLR3;C0L076;C0M113;C0M132;C5IYE8;C5IZS5;C5IZS7;C5IZT3;C5J025;C5MR74;C6K6H6;C7E577;C7EA89;C7EX07;C7FDR6;C8C3Y8;C8CH77;C8CJB0;C8CJB6;C9E1F5;C9E399;C9WCR7;C9WCW2;C9WCY1;C9WD02;D0EKP3;D0FZL4;D0V0K8;O19793;O62922;O78076;O98221;Q08GE3;Q0E7X4;Q14QQ0;Q1M309;Q1RPB8;Q27I58;Q29849;Q29853;Q29856;Q2LC92;Q2YHR8;Q3LRR5;Q571Q4;Q58P05;Q5ENH0;Q5QR70;Q5QR71;Q5QR74;Q5QR78;Q5ZGX0;Q66WL2;Q6IVJ2;Q6KCC4;Q6RBY3;Q6ZYB3;Q70FD0;Q7YQ00;Q860B7;Q861A3;Q861F5;Q8HWN5;Q8HWR2;Q8HWR3;Q8HWR4;Q8HWR8;Q8SNA5;Q95IA7;Q95IA9;Q95IB6;Q95IC6;Q95ID1;Q95ID2;Q95IF4;Q9BCT5;Q9BD04;Q9BD16;Q9GIL2;Q9GIZ8;Q9MY66;Q9MY68;Q9TPQ1;Q9TPR3;Q9TPS3;Q9TPU9;Q9TQM7;A5HNU4;B0S7Z9;B2ZRW2;B8Y1X2;B8Y6A2;C0M133;C6K4J7;C7E568;C7FDS1;C8CJB2;C8CJB3;C8CJB9;C9WCQ7;C9WCQ8;C9WCQ9;C9WCR0;C9WCR2;C9WCT2;C9WEP0;B0S7Z8;A2BF29;A5PHK0;B2ZRW0;B2ZRW1;C0KLQ4;C0L074;C7FDR2;C7FDR3;C9E1F4;C9E1G5;C9WCQ6;C9WCR4;C9WCS7;C9WCX7;C9WCY0;C9WEN7;A2BF28;A0FKC5;B2CY99;C5IZS2;C5J017;C7FDR8;C9WCV5;O19669;Q6V4Z6;Q6EUV9;Q3LRZ8;A9J7N7;A9J7P3;Q95IA3;Q95IA4;C7E565;C8CAY1;C9WCW5;C9WEP5;Q000J7;Q95IF2;Q9MY96;C0LAA6;Q95IC5;O77934;Q5ENG9;Q95IA0;Q9GIN7;Q4GX00;Q861I0;Q95IG8;Q860P7;Q45QG1;Q5QQ08;Q9TP30;Q6VS57;Q8WLS6;Q861F2;Q9MYE3;Q9TP28;Q9UQU4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.679846,5.87657,6.343389
A3KMH1-1;A3KMH1;A3KMH1-3;A3KMH1-2;B3KT81,4.572581,5.23175,4.608408,NaN,4.827744,4.101575,5.337439,5.444123,5.018201,5.655129,5.245562,5.574783,5.933856,5.102331,5.733967,5.633388,4.588473,5.731693,4.266984,NaN,4.305523,5.834376,6.302569,6.342739,5.483944,5.814927,5.779842,6.244475,5.514508,5.194126,4.575292,4.986664,5.627857
A3KN83-1;A3KN83;A3KN83-2;A3KN83-3;B3KUC1;Q9NVJ3;A3KN83-4,4.992385,5.653569,5.304102,NaN,4.853668,5.515119,5.390193,6.133091,5.954412,5.41103,5.315382,5.643719,4.663927,3.749087,4.176265,5.057932,4.694728,5.983103,6.461904,5.072544,5.723964,4.33726,5.507248,5.150787,4.923457,5.528235,5.414338,5.262546,5.092616,5.237921,5.224326,5.798913,6.135451
A4D0V7-2;A4D0V7;Q9H6Q5;A4D0V7-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.586486,5.359589,4.309119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A4D0Z6;Q5H9Q6;B3KRZ3;C9JV30;P20839-3;P20839;Q6ZNB1;P20839-1;B3KVM8;B4DNJ7;C9J381;B4DE09;P20839-2;C9K0R9,5.740473,6.332378,5.105783,5.462578,5.838333,5.561507,6.981959,7.468495,7.216957,6.768016,6.545357,6.790581,5.565364,5.248929,5.490731,6.069557,5.512724,6.380048,6.51183,5.782909,6.096284,5.529443,6.06292,6.110253,6.2398,6.799086,6.773647,7.12704,6.65652,6.685643,6.351564,6.373409,7.040998
A4D110,5.650414,6.201015,NaN,NaN,6.189743,6.011613,6.869302,7.824933,5.150726,NaN,5.733237,4.608622,NaN,6.561078,NaN,NaN,NaN,NaN,6.947752,5.89912,NaN,5.971698,5.802445,NaN,NaN,6.940213,NaN,NaN,6.098055,6.353455,NaN,6.096388,NaN
A4D150;A4D151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.454799,4.805555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.647305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A4D161-1;A4D161;A4D161-2;C9JFA4;C9JFA2;B8ZZQ8;A4D161-3,NaN,NaN,NaN,NaN,NaN,5.220344,5.184578,4.547922,5.136721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.544824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26366,4.786915,NaN,NaN,NaN
A4D1E1;Q7Z570;A5PKU0;B4DHV2;B9EGN2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.505774,NaN,NaN,NaN,NaN,NaN,NaN
A4D1E9-1;A4D1E9;A4D1E9-2;C9JEQ8;C9JNI1;C9J8R7,5.997369,6.310226,4.791768,5.633347,6.26529,5.845303,6.201725,6.93019,6.45085,6.063371,5.677862,5.744926,5.749048,5.60709,5.19992,5.169939,4.059866,5.382521,6.169057,5.300204,5.257655,6.291413,6.967473,6.614486,6.393154,6.559404,6.410085,6.305717,5.784632,4.55764,5.799078,5.921952,6.447716
A4D1F1;B2RCC7;B3KS24;Q6YPB2;Q6YPB1;B5MC02;C9JLP2,5.020195,5.680915,3.952875,4.98364,5.214765,5.298438,5.329743,5.955255,5.131105,NaN,NaN,NaN,4.399328,4.421489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.260358,7.801678,7.528775,NaN,NaN,NaN,NaN,NaN,NaN,4.033183,4.994207,5.483145
A4D1F3;Q9UHE8;B4E221;A4D137;B5MCI2;C9JE84;C9JL51;Q6NZ63;B5MDL0,5.037068,5.497551,5.075109,NaN,NaN,NaN,4.953987,5.310162,NaN,NaN,NaN,NaN,4.742191,NaN,4.045909,NaN,NaN,NaN,NaN,NaN,NaN,6.994092,7.669419,7.276783,NaN,NaN,NaN,NaN,NaN,NaN,4.806512,4.815578,5.071992
A4D1H7;B4DJD5;Q5FBX7;Q15165-1;Q15165,6.678673,7.217036,NaN,6.711436,7.153205,6.988982,6.136911,6.441287,6.34649,5.989743,5.972989,5.897165,6.580754,6.356141,6.301225,NaN,NaN,NaN,NaN,NaN,NaN,6.103188,6.668842,7.011274,6.28883,6.586148,6.909042,6.235579,5.418036,5.532793,6.12274,6.300574,7.11401
A4D1I1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.85015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.426869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
